species	n_ir	genome_size_bp	total_ir_span_bp	mean_arm_len_bp	median_arm_len_bp	max_arm_len_bp	mean_span_bp	median_span_bp	max_span_bp	median_spacer_bp	mean_spacer_bp	median_tir_ident	mean_tir_ident	median_score	ir_density_per_mb	n_immediate	prop_immediate	n_spaced	prop_spaced	n_wide	prop_wide	n_overlap	prop_overlap
Lepas_anatifera	8657	789167379	364204140	1849.7936	672.0	107719	42070.4794	17380.0	245784	9947.0	36095.9516	0.932	0.8496	308.0	10.9698	2486	0.2872	4969	0.574	1093	0.1263	109	0.0126
Lepeophtheirus_nordmannii	2518	338879345	161803922	3236.89	329.0	113728	64258.9047	42880.5	246269	30101.5	54019.7768	0.915	0.8386	347.0	7.4304	186	0.0739	1743	0.6922	508	0.2017	81	0.0322
Lepidium_didymum	892	336368809	57939032	2907.3161	1043.5	107021	64954.0717	40221.0	247926	33398.5	58723.1009	0.9135	0.873	333.0	2.6519	105	0.1177	579	0.6491	207	0.2321	1	0.0011
Lepidochitona_cinerea	5845	703108700	338267533	5466.3208	639.0	113959	57872.974	34969.0	243915	15670.0	41490.7899	0.938	0.8506	325.0	8.3131	1297	0.2219	3669	0.6277	870	0.1488	9	0.0015
Lepidocyrtus_curvicollis	674	200247165	36657874	1701.9154	470.0	76024	54388.5371	24040.5	241768	16993.0	50226.9139	0.9175	0.888	319.0	3.3658	100	0.1484	433	0.6424	140	0.2077	1	0.0015
Lepidonotus_clava	5199	1004083581	301433814	2134.3045	527.0	118255	57979.191	29029.0	245892	23424.0	53151.5059	0.929	0.858	314.0	5.1779	663	0.1275	3388	0.6517	1135	0.2183	13	0.0025
Lepidozia_cupressina	3984	578867197	295384905	3792.0879	1753.5	112230	74142.7974	55532.5	247218	45454.5	65492.179	0.909	0.8862	308.0	6.8824	195	0.0489	2754	0.6913	1033	0.2593	2	0.0005
Lepisma_saccharina	32617	2956594530	1310695144	2684.4787	787.0	122367	40184.4175	15810.0	248953	12031.0	32035.8208	0.965	0.9059	318.0	11.0319	7842	0.2404	20896	0.6406	3534	0.1083	345	0.0106
Lepista_sordida	297	53652765	10769056	2261.4781	1215.0	36570	36259.4478	20657.0	213176	15002.0	31181.9125	0.948	0.9121	301.0	5.5356	40	0.1347	238	0.8013	19	0.064	0	0.0
Leptarthrus_brevirostris	6504	845486495	373818515	2282.3335	703.0	111090	57475.1714	34084.0	245882	25554.5	50660.2623	0.913	0.8702	326.0	7.6926	980	0.1507	4166	0.6405	1283	0.1973	75	0.0115
Leptidea_sinapis	8	1438040	554144	2953.5	1072.5	17912	69268.0	21249.0	229421	19240.0	63309.75	0.9995	0.9852	322.0	5.5631	0	0.0	6	0.75	2	0.25	0	0.0
Leptocerus_tineiformis	3135	455323309	250576874	2681.8061	148.0	118414	79928.8274	65754.0	246324	55070.0	71659.3968	0.889	0.8116	335.0	6.8852	238	0.0759	1873	0.5974	952	0.3037	72	0.023
Leptogaster_cylindrica	975	193601934	44630370	2358.0256	514.0	109668	45774.7385	17756.0	244251	13669.0	40063.4564	0.959	0.9159	327.0	5.0361	184	0.1887	648	0.6646	143	0.1467	0	0.0
Leptographium_flavum	75	23957028	5280152	722.4267	340.0	5509	70402.0267	39903.0	232559	37293.0	68927.7867	0.986	0.9582	316.0	3.1306	7	0.0933	45	0.6	23	0.3067	0	0.0
Leptopterna_dolabrata	9714	985846173	572349405	5102.8431	841.0	120679	58920.054	38198.0	246297	13792.5	38199.8562	0.948	0.8584	319.0	9.8535	2322	0.239	5514	0.5676	1287	0.1325	591	0.0608
Leptura_quadrifasciata	14101	1402256988	651637305	2497.7981	755.0	120033	46212.1342	20974.0	248363	13793.0	39205.1013	0.954	0.9064	338.0	10.0559	4829	0.3425	7182	0.5093	1974	0.14	116	0.0082
Lesteva_pubescens	8463	971339240	613338850	12223.4287	1121.0	121056	72472.9824	58274.0	249599	6593.0	28586.4793	0.864	0.7351	376.0	8.7127	3243	0.3832	4390	0.5187	711	0.084	119	0.0141
Lesteva_punctata	12741	1196106056	604631898	3705.8522	835.0	116396	47455.6077	23533.0	248086	8446.0	34092.0315	0.924	0.837	358.0	10.6521	4787	0.3757	6439	0.5054	1484	0.1165	31	0.0024
Lestiphorus_bicinctus	1674	290384678	110660771	3176.9707	359.0	113299	66105.598	44778.5	247574	34327.0	58424.4767	0.923	0.8249	309.0	5.7648	262	0.1565	1001	0.598	406	0.2425	5	0.003
Leucania_comma	5784	750612864	425727967	4170.9125	587.0	118067	73604.4203	58692.5	246618	43967.0	61839.1803	0.959	0.8915	323.0	7.7057	612	0.1058	3733	0.6454	1415	0.2446	24	0.0041
Leuciscus_leuciscus	11445	1164766185	662341893	3031.1447	95.0	121420	57871.725	39251.0	249635	30261.0	50228.5706	0.862	0.7658	322.0	9.826	1503	0.1313	7663	0.6696	2095	0.183	184	0.0161
Leucobryum_glaucum	2821	428383217	182316865	2393.7129	1248.0	104669	64628.4527	42242.0	244096	35622.0	59318.1074	0.918	0.8836	320.0	6.5852	252	0.0893	1891	0.6703	672	0.2382	6	0.0021
Leucocephalonemertes_aurantiaca	9618	965930628	414620957	3084.5155	634.0	122717	43108.8539	16513.0	247394	6528.5	32962.9573	0.948	0.8893	311.0	9.9572	2622	0.2726	5851	0.6083	1111	0.1155	34	0.0035
Leucoma_salicis	6664	732485788	488202096	8373.9758	791.5	115674	73259.6182	60612.0	248954	13568.0	38101.7476	0.935	0.8186	329.0	9.0978	2134	0.3202	3335	0.5005	879	0.1319	316	0.0474
Leucophora_obtusa	11759	1286328667	689327691	5423.8543	915.0	120773	58621.2851	37878.0	249363	19569.0	43326.997	0.933	0.8642	357.0	9.1415	2383	0.2027	7545	0.6416	1797	0.1528	34	0.0029
Leucophora_sponsa	12909	1377819503	673846172	3845.1401	1004.0	121249	52199.719	30337.0	249168	18111.0	41903.556	0.933	0.8896	360.0	9.3692	3229	0.2501	7727	0.5986	1895	0.1468	58	0.0045
Leucozona_glaucia	3	1465126	520959	2968.0	755.0	7945	173653.0	216523.0	234164	214447.0	166980.3333	0.975	0.9713	340.0	2.0476	0	0.0	1	0.3333	2	0.6667	0	0.0
Leucozona_laternaria	5137	612004622	300434522	2850.131	936.0	117397	58484.431	39345.0	245981	31464.0	51447.7648	0.971	0.9286	336.0	8.3937	862	0.1678	3314	0.6451	960	0.1869	1	0.0002
Leuctra_nigra	4929	531096537	260229724	3819.4256	788.0	117612	52795.6429	30057.0	249820	15926.0	41500.5328	0.949	0.8704	327.0	9.2808	1230	0.2495	2952	0.5989	734	0.1489	13	0.0026
Levisticum_officinale	29324	4275031389	2360889935	5176.4354	3188.5	119226	80510.5011	66174.0	249729	53034.0	68605.811	0.886	0.8581	335.0	6.8594	1604	0.0547	19340	0.6595	8136	0.2775	244	0.0083
Lewinskya_affinis	1707	269014717	85617113	2983.1213	839.0	92995	50156.481	28013.0	245841	18904.0	42458.703	0.949	0.9082	326.0	6.3454	206	0.1207	1241	0.727	253	0.1482	7	0.0041
Lewinskya_rupestris	2150	267210109	111841482	2880.0358	753.0	109577	52019.294	28091.5	246518	19080.0	43846.7056	0.942	0.9039	326.0	8.0461	313	0.1456	1468	0.6828	346	0.1609	23	0.0107
Lewinskya_speciosa	3494	533942939	187635480	3000.5701	788.5	115791	53702.1981	29223.0	245454	19974.0	45630.6265	0.949	0.9089	325.0	6.5438	476	0.1362	2420	0.6926	583	0.1669	15	0.0043
Lichina_confinis	204	33836471	12169087	4179.1912	3508.0	87454	59652.3873	33686.0	242246	24488.5	50210.0	0.945	0.912	306.0	6.029	18	0.0882	145	0.7108	41	0.201	0	0.0
Lichina_pygmaea	3	71235	25193	1318.0	318.0	3505	8397.6667	9387.0	12459	2699.0	5458.6667	0.996	0.9913	319.0	42.1141	1	0.3333	2	0.6667	0	0.0	0	0.0
Ligdia_adustata	1666	399607598	124188366	1626.7749	380.5	99096	74542.8367	54065.0	240866	47155.5	69635.4352	0.96	0.9078	326.0	4.1691	221	0.1327	915	0.5492	521	0.3127	9	0.0054
Ligustrum_vulgare	11104	1382893868	797492258	1820.1079	59.0	117950	71820.2682	55923.0	248764	50199.5	66977.7567	0.871	0.8225	336.0	8.0295	697	0.0628	7237	0.6517	3053	0.2749	117	0.0105
Limacia_clavigera	11105	1334063019	827131783	4723.2789	74.0	117052	74482.826	59745.0	248402	45818.0	62600.0828	0.781	0.7129	332.0	8.3242	383	0.0345	7715	0.6947	2616	0.2356	391	0.0352
Limanda_limanda	4574	648872004	314797039	2426.9215	72.0	109813	68823.1393	52613.0	248319	46848.5	64668.5031	0.797	0.7009	310.0	7.0492	303	0.0662	3101	0.678	1143	0.2499	27	0.0059
Limaria_hians	5401	1101444741	307559828	2902.2079	598.0	119610	56944.9783	28489.0	248326	19930.0	50127.9383	0.92	0.872	329.0	4.9036	825	0.1527	3478	0.644	1095	0.2027	3	0.0006
Limenitis_camilla	3081	433772139	232659710	3408.0526	538.0	112789	75514.3492	59385.0	246185	49368.0	66387.5849	0.931	0.8765	337.0	7.1028	271	0.088	1976	0.6414	828	0.2687	6	0.0019
Limnaecia_phragmitella	4698	485056491	288275741	3863.6956	228.0	106148	61361.3753	40804.0	245427	26199.0	48113.5862	0.9145	0.8267	326.0	9.6855	658	0.1401	3024	0.6437	833	0.1773	183	0.039
Limnephilus_auricula	8004	970687789	571255615	4828.1106	446.0	122187	71371.2662	56137.0	247163	37041.0	56415.796	0.943	0.8608	336.0	8.2457	1237	0.1545	4961	0.6198	1733	0.2165	73	0.0091
Limnephilus_lunatus	10337	1269316853	628275994	2644.8961	599.0	122030	60779.3358	40839.0	249035	29432.0	52264.172	0.949	0.9034	333.0	8.1438	2049	0.1982	6180	0.5979	2090	0.2022	18	0.0017
Limnephilus_marmoratus	15217	1629406076	910996404	3314.2506	576.0	115653	59867.0174	42062.0	249047	27650.0	49057.8327	0.951	0.8907	331.0	9.339	2978	0.1957	9423	0.6192	2726	0.1791	90	0.0059
Limnephilus_rhombicus	14548	1578088529	910633061	3464.1314	500.0	115890	62595.0688	45231.5	248519	28808.0	49858.8596	0.952	0.8807	332.0	9.2187	2508	0.1724	9037	0.6212	2662	0.183	341	0.0234
Limnophora_tigrina	11098	1243355555	629503651	4179.8274	1381.0	121065	56722.2609	36437.5	244653	23362.0	44820.1039	0.965	0.9133	338.0	8.9258	2220	0.2	7131	0.6425	1741	0.1569	6	0.0005
Limonia_nubeculosa	6411	612058078	200127686	2808.9217	598.0	119269	31216.2979	7860.0	241947	2862.0	21859.4909	0.948	0.8932	356.0	10.4745	2550	0.3978	3378	0.5269	452	0.0705	31	0.0048
Limonius_poneli	14020	1348371751	554867178	2437.1939	790.0	122352	39576.8315	12454.0	249577	6503.5	32727.1222	0.936	0.9045	337.0	10.3977	4888	0.3486	7535	0.5374	1591	0.1135	6	0.0004
Linaria_repens	4694	771000011	333960224	2837.9031	404.5	115744	71146.1917	54149.5	246293	46197.5	64519.8183	0.881	0.8269	322.0	6.0882	503	0.1072	2882	0.614	1268	0.2701	41	0.0087
Linaria_vulgaris	3884	757015183	282627136	3019.0528	834.0	100900	72767.0278	53011.0	249834	41924.5	65706.2533	0.889	0.8377	321.0	5.1307	440	0.1133	2302	0.5927	1115	0.2871	27	0.007
Lineus_longissimus	2246	390845587	133073056	2004.3785	562.0	108129	59248.9118	35582.5	247950	29483.0	54226.1941	0.955	0.9017	310.0	5.7465	331	0.1474	1431	0.6371	483	0.215	1	0.0004
Linnaea_borealis	6195	760198417	413878371	2455.6463	842.0	91176	66808.4538	49561.0	249856	42637.0	60403.663	0.891	0.8454	324.0	8.1492	429	0.0692	4178	0.6744	1470	0.2373	118	0.019
Linnaemya_tessellans	6624	709459464	389856198	6073.3534	875.0	120880	58855.1024	38056.5	246907	17436.0	39611.8173	0.928	0.8316	349.0	9.3367	1385	0.2091	4236	0.6395	866	0.1307	137	0.0207
Linnaemya_vulpina	4569	551355896	246550859	6554.722	966.0	121045	53961.6675	29682.0	244317	10704.0	33942.1311	0.895	0.7971	347.0	8.2868	1087	0.2379	2891	0.6327	523	0.1145	68	0.0149
Linum_bienne	1306	485919487	99479353	7168.3568	1442.0	120378	76171.0207	51993.5	249534	35913.0	61189.4954	0.888	0.8616	318.5	2.6877	101	0.0773	860	0.6585	340	0.2603	5	0.0038
Linyphia_triangularis	10493	1310574556	601944368	4460.5283	611.0	120695	57366.2792	34434.0	248380	17237.0	43329.713	0.917	0.8258	347.0	8.0064	2485	0.2368	6045	0.5761	1689	0.161	274	0.0261
Liophloeus_tessulatus	13615	1198200109	488506079	2199.7872	683.0	123355	35879.9911	12410.0	247441	4728.0	29471.4087	0.951	0.914	340.0	11.3629	5736	0.4213	6558	0.4817	1321	0.097	0	0.0
Liopterus_haemorrhoidalis	9185	1016460132	556761712	3310.7966	704.0	116508	60616.4085	42863.0	245393	29351.0	49271.8175	0.906	0.8226	340.0	9.0363	1460	0.159	5771	0.6283	1643	0.1789	311	0.0339
Lipophrys_pholis	5526	754301439	405697673	2451.7061	58.0	119430	73416.1551	57491.5	244662	51143.0	68052.663	0.7545	0.6929	311.0	7.326	118	0.0214	3809	0.6893	1466	0.2653	133	0.0241
Lispocephala_verna	9462	963638459	413427778	3292.756	874.0	124410	43693.4874	19485.0	249399	9112.5	34209.2299	0.957	0.9042	342.0	9.819	2691	0.2844	5666	0.5988	1097	0.1159	8	0.0008
Listrodromus_nycthemerus	958	190755821	55054418	3036.3163	52.0	88059	57468.0772	36399.5	236325	25839.5	50391.4008	0.857	0.7771	311.0	5.0221	155	0.1618	585	0.6106	195	0.2035	23	0.024
Litargus_connexus	2	1535477	332072	3741.0	3741.0	6812	166036.0	166036.0	183817	158552.5	158552.5	0.877	0.877	320.5	1.3025	0	0.0	0	0.0	2	1.0	0	0.0
Lithobius_variegatus	18392	1751279880	798059631	3291.0788	525.0	119620	43391.672	15577.0	249028	8473.0	32404.7219	0.961	0.8988	316.0	10.502	5945	0.3232	10400	0.5655	2035	0.1106	12	0.0007
Lithophane_leautieri	4323	521145815	286783650	4482.1973	450.0	113437	66339.0354	46700.0	245060	32327.0	53691.2214	0.962	0.8824	322.0	8.2952	563	0.1302	2854	0.6602	905	0.2093	1	0.0002
Lithophane_ornitopus	4001	508490344	289420432	6294.808	504.0	121583	72337.0237	56836.0	244010	35216.0	55328.6931	0.93	0.8358	323.0	7.8684	603	0.1507	2558	0.6393	837	0.2092	3	0.0007
Lithophane_semibrunnea	4796	556979063	309349154	4334.5248	473.0	114233	64501.4917	45641.5	248209	31326.5	52983.3935	0.945	0.8724	322.0	8.6107	711	0.1482	3100	0.6464	978	0.2039	7	0.0015
Lithophane_socia	3898	489058472	267074173	4734.3933	376.0	117982	68515.6934	52121.0	245394	32775.0	54360.7132	0.942	0.8606	323.0	7.9704	590	0.1514	2464	0.6321	842	0.216	2	0.0005
Lithosia_quadra	3767	455905479	248313673	4098.8606	464.0	118191	65918.1505	49006.0	244780	29152.0	50437.7598	0.962	0.8759	325.0	8.2627	833	0.2211	2219	0.5891	705	0.1872	10	0.0027
Lithospermum_officinale	3427	497013993	254501214	2739.7488	1114.0	109327	74263.5582	59273.0	244935	50593.0	67431.9816	0.894	0.8504	332.0	6.8952	243	0.0709	2173	0.6341	957	0.2793	54	0.0158
Littorina_littorea	8992	831967528	528622612	4751.5466	70.0	120001	58788.1019	37899.5	246974	16781.0	41038.5116	0.806	0.7184	314.0	10.8081	826	0.0919	6224	0.6922	1281	0.1425	661	0.0735
Littorina_obtusata	10397	1060521699	529201073	4706.4829	401.0	112365	50899.4011	31783.0	246520	22258.0	39608.3302	0.818	0.7141	312.0	9.8037	846	0.0814	8403	0.8082	1118	0.1075	30	0.0029
Littorina_saxatilis	25646	1607097888	680634741	2005.9384	74.0	111678	26539.6062	15133.0	249856	12689.0	22702.8117	0.804	0.7276	310.0	15.958	1915	0.0747	22963	0.8954	729	0.0284	39	0.0015
Lobelia_dortmanna	5848	778697673	422800008	2868.9598	784.0	109499	72298.223	56004.0	247316	49153.5	65958.8105	0.8855	0.8309	323.0	7.51	315	0.0539	3988	0.6819	1538	0.263	7	0.0012
Lobelia_urens	2248	386891260	162815465	1781.1877	821.0	101196	72426.8083	54495.0	249797	48996.0	68037.7469	0.894	0.847	329.0	5.8104	282	0.1254	1312	0.5836	653	0.2905	1	0.0004
Lobesia_littoralis	4228	431796289	223137690	2878.4794	559.0	117789	52776.1802	29563.0	245819	18935.0	43162.3035	0.958	0.9051	326.0	9.7917	992	0.2346	2570	0.6079	661	0.1563	5	0.0012
Lobophora_halterata	2423	314813451	169609372	5470.0359	329.0	120043	69999.7408	52905.0	245658	31987.0	54034.2678	0.952	0.8559	326.0	7.6966	447	0.1845	1455	0.6005	512	0.2113	9	0.0037
Lochmaea_capreae	5383	534334074	257443570	1952.9588	650.0	117716	47825.2963	21787.0	245224	16121.0	42375.8163	0.945	0.9112	336.0	10.0742	1483	0.2755	3054	0.5673	845	0.157	1	0.0002
Lochmaea_crataegi	8725	888706073	398064111	3525.9576	831.0	117792	45623.3938	20268.0	248190	11279.0	35000.6458	0.933	0.8691	341.0	9.8176	2510	0.2877	5090	0.5834	1006	0.1153	119	0.0136
Loensia_variegata	4872	521805200	293259759	6596.4452	854.0	115699	60192.8898	42040.5	244589	19120.5	40959.1773	0.927	0.844	320.0	9.3368	1217	0.2498	2936	0.6026	691	0.1418	28	0.0057
Loeskeobryum_brevirostre	2642	381375633	148109928	2142.9913	722.5	114768	56059.7759	31650.5	249406	25087.5	50779.8634	0.946	0.9127	331.0	6.9276	314	0.1188	1824	0.6904	501	0.1896	3	0.0011
Logfia_minima	2091	537530018	162920694	2708.946	1075.0	77772	77915.2052	61874.0	243975	52270.0	72001.088	0.902	0.8618	331.0	3.89	123	0.0588	1301	0.6222	665	0.318	2	0.001
Lomographa_bimaculata	4288	554705000	327254723	6748.7376	300.5	111170	76318.732	64404.0	245010	34268.5	54480.1483	0.963	0.8417	327.0	7.7302	681	0.1588	2627	0.6126	901	0.2101	79	0.0184
Lomographa_temerata	5837	683705855	386067901	4772.7077	370.0	115576	66141.4941	49346.0	244726	29416.0	50602.8179	0.956	0.8694	328.0	8.5373	1030	0.1765	3619	0.62	1096	0.1878	92	0.0158
Lonchoptera_lutea	1003	339817609	64515106	5317.7697	798.0	121083	64322.1396	33017.0	248975	23144.0	52897.8674	0.952	0.9026	349.0	2.9516	100	0.0997	688	0.6859	215	0.2144	0	0.0
Longitarsus_dorsalis	10653	905442317	324294052	2360.7235	703.0	122260	30441.5706	8660.0	247968	3845.0	24097.4557	0.941	0.8914	345.0	11.7655	4005	0.376	5838	0.548	770	0.0723	40	0.0038
Longitarsus_flavicornis	12121	1076073627	468144423	3638.4766	845.0	120566	38622.5908	14714.0	247827	4863.0	29127.1879	0.931	0.8377	359.0	11.2641	4691	0.387	6239	0.5147	1179	0.0973	12	0.001
Lordithon_lunulatus	4005	605312179	223260936	6858.9998	948.0	114901	55745.5521	30716.0	249592	8861.0	36424.7273	0.91	0.8306	354.0	6.6164	1268	0.3166	2176	0.5433	543	0.1356	18	0.0045
Lotus_pedunculatus	3404	481004008	221463691	2024.1108	451.0	99741	65059.8387	47211.5	246874	41677.0	60113.468	0.887	0.8412	322.0	7.0769	347	0.1019	2172	0.6381	845	0.2482	40	0.0118
Lotus_subbiflorus	5606	960418733	386486309	2411.7046	913.0	115350	68941.5464	49001.0	243025	42226.5	63231.9383	0.911	0.863	322.0	5.837	651	0.1161	3453	0.6159	1483	0.2645	19	0.0034
Lozotaenia_forsterana	6449	673096062	374024466	3347.819	425.0	115020	57997.2811	37403.0	248252	24504.0	47227.4717	0.947	0.8463	323.0	9.5811	1291	0.2002	4032	0.6252	1121	0.1738	5	0.0008
Lucilia_caesar	4063	579418243	193968803	4200.571	749.0	112493	47740.2912	24814.0	246547	13864.0	38230.3616	0.906	0.8429	367.0	7.0122	779	0.1917	2746	0.6759	530	0.1304	8	0.002
Luffia_ferchaultella	4942	642874799	365763550	4855.2833	436.0	113521	74011.2404	58962.0	246088	43642.5	61162.9379	0.93	0.8301	331.0	7.6873	483	0.0977	3273	0.6623	1167	0.2361	19	0.0038
Luidia_sarsii	3289	466823428	223261243	6460.069	501.0	110077	67881.1928	48824.0	244563	27775.0	50686.8735	0.87	0.7574	312.0	7.0455	496	0.1508	2163	0.6576	614	0.1867	16	0.0049
Lumbricus_rubellus	7249	780919594	434643283	2697.0628	83.0	116612	59959.0679	41629.0	248173	33829.0	54095.8641	0.786	0.7207	316.0	9.2826	801	0.1105	4937	0.6811	1459	0.2013	52	0.0072
Lumbricus_terrestris	9728	1051638443	549503568	2504.9587	80.0	122857	56486.7977	37632.5	246670	30725.5	50766.5788	0.794	0.7376	314.0	9.2503	1090	0.112	6773	0.6962	1759	0.1808	106	0.0109
Lunularia_cruciata	4566	564336627	336948656	4137.0508	2769.0	116658	73795.1502	57234.5	249574	45766.5	63093.6106	0.9	0.8704	315.0	8.0909	219	0.048	3156	0.6912	1119	0.2451	72	0.0158
Luperina_nickerlii	6129	661339780	341220806	4098.1672	475.0	118826	55673.1614	32005.0	246982	14537.0	41459.56	0.963	0.8817	323.0	9.2676	1617	0.2638	3556	0.5802	951	0.1552	5	0.0008
Luperina_testacea	5359	601456482	307952586	5000.655	481.0	117967	57464.5617	36255.0	246679	12380.0	39723.4337	0.957	0.8599	324.0	8.91	1645	0.307	2936	0.5479	768	0.1433	10	0.0019
Luquetia_lobella	4103	493894789	294284909	6633.5642	472.0	115196	71724.3259	55158.0	247852	33864.0	53112.9471	0.957	0.8408	324.0	8.3074	636	0.155	2606	0.6351	811	0.1977	50	0.0122
Lutra_lutra	12819	2438327672	1316058667	14115.0743	1696.0	121780	102664.6905	98218.0	249389	51007.0	67484.0059	0.912	0.7491	318.0	5.2573	617	0.0481	8722	0.6804	3429	0.2675	51	0.004
Lutraria_lutraria	3932	733763012	211588548	2436.2177	608.0	111888	53811.94	24151.5	244186	17392.5	47605.5008	0.936	0.8963	329.0	5.3587	580	0.1475	2599	0.661	751	0.191	2	0.0005
Luzula_pallescens	2463	337862044	142942605	3664.9176	799.0	114292	58035.9744	36561.0	244133	27348.0	49239.3528	0.905	0.8449	346.0	7.29	317	0.1287	1694	0.6878	435	0.1766	17	0.0069
Luzula_sylvatica	3360	440125468	216630581	4177.1182	86.5	120831	64473.3872	45737.5	247777	34457.5	53746.8003	0.86	0.7887	350.0	7.6342	313	0.0932	2353	0.7003	637	0.1896	57	0.017
Lycaena_phlaeas	8	1312310	769104	711.5	826.5	1162	96138.0	100960.0	159753	99843.5	94640.625	0.9985	0.9936	322.0	6.0961	1	0.125	3	0.375	4	0.5	0	0.0
Lycia_hirtaria	4423	551765335	319292547	4557.7463	477.0	117389	72189.1357	57158.0	246364	41166.0	59176.388	0.942	0.8669	328.0	8.0161	422	0.0954	2969	0.6713	984	0.2225	48	0.0109
Lyciella_decipiens	2296	435034087	171243164	1765.2361	936.0	107518	74583.2596	57217.5	246343	51997.0	70402.5875	0.964	0.9196	335.0	5.2777	127	0.0553	1497	0.652	671	0.2922	1	0.0004
Lyciella_platycephala	2406	456101970	127169469	2421.0623	771.0	120254	52855.1409	27064.0	242505	19612.0	46285.936	0.937	0.9007	338.0	5.2751	501	0.2082	1482	0.616	423	0.1758	0	0.0
Lycophotia_porphyrea	4652	542374510	308141537	6215.4903	365.0	114338	66238.5075	46899.0	247025	25251.5	48282.0621	0.957	0.8499	320.0	8.5771	692	0.1488	3119	0.6705	837	0.1799	4	0.0009
Lycopus_europaeus	2383	396629191	178012256	3873.5178	1466.0	96561	74700.9047	57186.0	246900	47107.0	66015.3437	0.906	0.8667	324.0	6.0081	225	0.0944	1498	0.6286	649	0.2723	11	0.0046
Lymantria_dispar	8698	966464084	649637764	6683.4315	849.5	122972	74688.1771	60978.0	249767	30611.0	48937.385	0.945	0.8296	327.0	8.9998	1163	0.1337	5389	0.6196	1491	0.1714	655	0.0753
Lymantria_monacha	8397	915604503	599025945	5871.5095	1046.0	116261	71338.0904	56316.0	248816	28552.0	47882.3279	0.959	0.854	332.0	9.171	1587	0.189	4891	0.5825	1434	0.1708	485	0.0578
Lyonetia_clerkella	1579	228932885	106151967	2524.4465	295.0	102431	67227.3382	48599.0	247009	39831.0	60722.14	0.979	0.9018	323.0	6.8972	172	0.1089	1027	0.6504	380	0.2407	0	0.0
Lypha_dubia	9	1631964	991825	1120.6667	886.0	2436	110202.7778	110615.0	224566	108980.0	107924.2222	0.999	0.9723	323.0	5.5148	0	0.0	4	0.4444	5	0.5556	0	0.0
Lysandra_bellargus	5446	526310200	318479888	3954.2005	509.5	121075	58479.5975	39973.5	245180	20474.0	43019.5959	0.928	0.8451	330.0	10.3475	1206	0.2214	3120	0.5729	825	0.1515	295	0.0542
Lysandra_coridon	5551	511030688	301928017	4022.7492	511.0	117213	54391.6442	34938.0	247127	12900.0	37097.2295	0.937	0.856	330.0	10.8624	1488	0.2681	3058	0.5509	702	0.1265	303	0.0546
Lysimachia_thyrsiflora	8649	1220574712	642415678	3073.2793	736.0	116112	74276.2953	59290.0	247302	48618.0	66178.3581	0.862	0.8127	336.0	7.086	816	0.0943	5317	0.6148	2378	0.2749	138	0.016
Lythrum_hyssopifolia	3782	648886408	278716539	3757.3006	1580.0	114091	73695.5418	55583.5	247290	44351.0	64560.981	0.902	0.8677	309.0	5.8284	295	0.078	2460	0.6504	1022	0.2702	5	0.0013
Macaria_brunneata	2863	361077698	200362052	3680.9382	315.0	122309	69983.2525	53997.0	244765	39404.0	58548.4939	0.956	0.8796	325.0	7.929	369	0.1289	1839	0.6423	645	0.2253	10	0.0035
Macaria_liturata	1974	360791725	136565413	4930.074	310.0	103654	69182.0735	52623.5	243617	39212.5	57729.0952	0.95	0.8629	327.0	5.4713	129	0.0653	1414	0.7163	425	0.2153	6	0.003
Macaria_notata	2813	393695855	217470985	4213.9822	308.0	106999	77309.273	61431.0	249125	47962.0	65972.968	0.966	0.8833	328.0	7.1451	240	0.0853	1823	0.6481	739	0.2627	11	0.0039
Machimus_atricapillus	10	1383300	787844	842.2	772.5	1704	78784.4	49669.0	207070	28234.0	70651.1	0.964	0.9339	326.5	7.2291	0	0.0	7	0.7	3	0.3	0	0.0
Machimus_rusticus	1378	279698367	63451370	2209.939	607.5	96509	46045.9869	14735.5	242777	9267.5	39710.9521	0.969	0.927	333.0	4.9267	399	0.2896	749	0.5435	219	0.1589	11	0.008
